Hash,First Time Submission,Last Analysis 1,Label Family 1,Last Analysis 2,Label Family 2,Type of C2
53fb0b6f5f967e7073e6b466fd290765ae5b6ebe8ae0f5ed1fc05ab7b2edf396,2023-03-18,2023-04-03,rozena,2023-07-26,rozena,MetaSploit
54b56ea32177c11dfbedf882fdf0df724bf4914edeac70d04f2bba41ea416ad1,2023-05-20,2023-05-23,rozena,2023-07-26,rozena,MetaSploit
562adc9f106bd09f97104d0222f00a73eabca6210f6526cc0bf23657ba198b04,2007-08-30,2023-07-13,sdbot,2023-07-26,sdbot,MetaSploit
56be1ccabbac51b5ab74a9bedaca4b9c5b4c88d3cc6c7b77fcbbd11ce39fedb4,2022-08-30,2022-09-13,rozena,2023-07-26,rozena,MetaSploit
58a212f4c53185993a8667afa0091b1acf6ed5ca4ff8efa8ce7dae784c276927,2022-06-20,2023-01-14,lionwolf,2023-07-26,SINGLETON:bad041f27a57d38109345bc33acad3c9,MetaSploit
5a3fe057f0b878608ef1f46aef6fdd37c1c9952cab1b010c988a0401e27da9ea,2022-08-02,2022-10-14,rozena,2023-07-26,rozena,MetaSploit
5a701e7086350c67b542a0ba59076be8b66537ca14eecbe9815d266c42856f44,2023-05-20,2023-07-20,shelma,2023-07-26,shelma,MetaSploit
5d7ba2b775cdd1c1b2f4f468e2f06bf0f16d9738b433cd31d406608e537ca927,2023-04-19,2023-04-19,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
5f4740ee065cca602b02be671fb078b63bb5fe2f733614c7207a87ab9b9454dd,2023-05-20,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
61513d1a517cce8429bbbd6abc7e21b3738285da1aef90ad44a3753d6d775e23,2023-03-18,2023-04-03,dealply,2023-07-26,dealply,MetaSploit
63ff8be9682621c56db43486aee61f6b86370417ab5d2a5375de2c4c9d336a7a,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
6fe3bd641e5753aa2bc5d7523e2f0eafa38481ab2a942716d5d3341ccce77395,2023-01-16,2023-02-16,rozena,2023-07-26,rozena,MetaSploit
73f23c2fce59ad359661302bf39adcfbc522fd80208fb5f22cd69fdde40ae3f8,2023-05-20,2023-07-20,shelma,2023-07-26,shelma,MetaSploit
74d4f10d14ea8b1fde313463e21678059dfc3f6626223a42620253ded5b9c74e,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
7578f2a9646953980e5296c593cd3586e5890439423039dfb30b760b60dd520d,2023-05-20,2023-05-23,rozena,2023-07-26,rozena,MetaSploit
77e5b41845ef18bf4281a89a19b9da9f7f2949f92d07d68ed85ff25b31061ff1,2023-05-20,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
787f0c12aab4e6b09cf90233d41e31f2279ce93b7a031e690e9251cc4ab906b3,2023-05-14,2023-05-24,rozena,2023-07-26,rozena,MetaSploit
7d0e3751c18bb33f4c02e111bbb9ff5e6633cd10656d4408e4f083f6ed430095,2022-10-29,2022-11-14,rozena,2023-07-26,rozena,MetaSploit
7f5b0d5a1a15c2fd6534803134d1995958ad487fc718b5ef54314c3a8de1724d,2023-05-31,2023-07-20,shella,2023-07-26,shella,MetaSploit
7fe282226009cc855fc0aa8c2e95e7c449163b0eb6d1e834d89c6acdcd28918f,2023-01-16,2023-05-11,rozena,2023-07-26,rozena,MetaSploit
7ff11ca6d119185d7ebdfb1d5a2e88cffda19f13e4b582aa5463e1b3bc763938,2023-05-21,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
809e1a5f0eb7f6312c5187f418bc19c45a1cf3e017691f9726def350af9246d2,2023-07-24,2023-07-25,patchedwinswrort,2023-07-26,rozena,MetaSploit
84554a57b1eb63e4156c465aea176159676fe1629ef1a887450330445c7ddcfa,2021-10-06,2023-05-29,shelma,2023-07-26,shelma,MetaSploit
84e917adbd398c3758c2dda4b348f2604c24075bf4986f37cf11a6e7c6ee44c6,2023-06-29,2023-07-20,rozena,2023-07-26,meterpreter,MetaSploit
879c2ed90cbc0c34cae5d9024ca89c08398f3b3399cba31ad40ece9de7d70354,2022-08-28,2022-09-22,rozena,2023-07-26,rozena,MetaSploit
894b5e81fe56418b8df30639fd8b8c484c934aba8a121397b592039e07f766ee,2022-04-25,2023-07-10,rozena,2023-07-26,rozena,MetaSploit
8d4f03e086e7270f4e797734b6d512baee70d77a88801fe72aafbc32d0e20644,2023-05-20,2023-05-24,shlem,2023-07-26,shlem,MetaSploit
8e44acb46f8012f3b913327f908c0c5cc4d8ac4185836f1dd589dec4fc813eb6,2023-05-20,2023-07-20,shelma,2023-07-26,shelma,MetaSploit
8e80ef0d53de667287e5ba478a02c4e1b5fef5fe349130d57568926086514691,2022-08-28,2022-09-20,rozena,2023-07-26,rozena,MetaSploit
8ef279b191d3e0024ef332f5e12033f889566205f77c5ab700c9b41795fb0343,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
8f7053239f0e87e477844b19c2928fb867a666ace72eaf9cd243f10e45f30fd4,2022-10-07,2022-10-14,rozena,2023-07-26,rozena,MetaSploit
910f08368c08b139a951918b47ac7e0a23ca8f461bb319538ad17916819255bf,2021-12-31,2022-09-09,rozena,2023-07-26,rozena,MetaSploit
9224242dca841fb727ce700da0ba64ab303698518d10a7d6d250805142d3cb2a,2022-10-29,2022-11-14,rozena,2023-07-26,rozena,MetaSploit
93740b8631c4af3ccbe2cffec9e5e58618d3d026de003a44994882f302c27731,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
97e8d58349e871a8f09a740ceccb57e7a70d1d9b2a04536ff83d06c5c5ba90a9,2023-03-18,2023-04-02,malheur,2023-07-26,malheur,MetaSploit
98e42690efc9301465b027def015d23e1e720e64157e307f57e34f24c94c4162,2022-11-07,2022-11-23,zkarletflash,2023-07-26,SINGLETON:b58ee68e38db41f8dfd6fcbae71306f8,MetaSploit
9ea023e6cfd8bc91f229bf524942c1636743d535614a371f81f1c1294539f211,2023-07-04,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
9f05a3c532f65985b14847373b39afcf6a6065ebb4fa2d0104ad85898c3d8743,2022-10-14,2022-10-27,shelm,2023-07-26,sharps,MetaSploit
9f45d0617825b8b60672eb57351a73ae09f1e9d0a966bc82d95a82bd4a3c2dfd,2022-08-29,2022-08-29,rozena,2023-07-26,rozena,MetaSploit
a1400765e9663e5d9371ec55bb1080e32213380239b695f101d9910d072268fa,2022-03-18,2022-03-21,SINGLETON:aa088b5feb939189376f8ff847810542,2023-07-26,valyria,MetaSploit
a60da50d9d2d78c26f080b0bc712634a5e5dc8f748b440c20a26e75eb62603a5,2022-08-29,2022-08-30,rozena,2023-07-26,rozena,MetaSploit
aa31621c500c0684b3d426eb109f7250826c9bc4524c2e56a8276c9bd453ab0a,2022-11-12,2023-01-12,shelma,2023-07-26,rozena,MetaSploit
aaf8fa2e213f75d8000399f8f4ec58f6dbeacf0c7b0658c1d25f6f1832376414,2023-05-07,2023-06-08,rozena,2023-07-26,rozena,MetaSploit
ac86869df02a503631a33bbce03ffe7406554608d54fcfbbd6f54ebc10f8e0eb,2021-10-06,2023-07-03,rozena,2023-07-26,rozena,MetaSploit
add5045922b0f280faed711a4cad46e0377df5cb26d948bbb11ab20351209244,2021-10-07,2023-02-07,shelma,2023-07-26,shelma,MetaSploit
ae1437499b1cf946f087c80235612ac9f723b4d3c95df55f0f8a25921b9e8e42,2022-02-16,2022-09-09,rozena,2023-07-26,rozena,MetaSploit
ae15df8a2206b89b512d9721f2687e20b16cee0b617ac6c8e513acd9e1c98e9b,2023-05-11,2023-06-12,rozena,2023-07-26,rozena,MetaSploit
af56dead22b6e7c4b7da2ba58d1fd896a71fe52cd96a958abb856a2ae7bc17f7,2023-05-11,2023-05-14,rozena,2023-07-26,rozena,MetaSploit
b043424c3805be626f058a0f4958422b78481ceef7e51b6be26a20438993ed83,2020-11-12,2022-12-13,metasploit,2023-07-26,metasploit,MetaSploit
b1aa956509d3d708d9fcbc32510c448d8fcd476a682015529784af2fa4486ba8,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
b37731e880df1f46ef3af4925c85c298977a104203954e7a8e2590e14d0c0938,2023-01-08,2023-02-17,rozena,2023-07-26,rozena,MetaSploit
b5fe9af692205ebc867859f7006712b34b5c4532e0895841c66d0aebb88cffc6,2022-07-07,2022-07-23,registrystorage,2023-07-26,registrystorage,MetaSploit
b65f3c500bc5e108c233a36714b480be0a2be143dcfd87f1bb1c10cde596d458,2023-05-20,2023-06-21,shlem,2023-07-26,shlem,MetaSploit
b97dfb6566b00ec157b40de43f6fd709f8ba78cfc96762faa1ef3eb5286d7b6d,2023-05-14,2023-05-14,rozena,2023-07-26,rozena,MetaSploit
bc5a6cb20ce639582db61d080d73fea9babf92ab1924a58743d790e6006fbc29,2023-05-14,2023-05-15,rozena,2023-07-26,rozena,MetaSploit
c0f379351c5d5ab07b88a2b51a03b7bef5374611520b9fa9057c4eafaab5ea5f,2023-01-11,2023-01-19,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
c1228d61b8c455d7a9cedc12a8279c05b92c944afd78b86a18c20c0c863b2e91,2023-03-07,2023-05-31,rozena,2023-07-26,rozena,MetaSploit
c1eb5559fcd928efd546883dac9fee7973f5d8853f010b0dd2baf3eece7c0447,2023-05-20,2023-05-23,rozena,2023-07-26,rozena,MetaSploit
c3fd44421f0c143c5903d2000a44840393e75e85e2f839c5a4c6b368e398d509,2023-02-17,2023-03-30,rozena,2023-07-26,rozena,MetaSploit
c72adc39bb86b93557e077cf269b06ea5e39616be89369cfc66ba909db69a0a5,2023-05-20,2023-06-26,rozena,2023-07-26,rozena,MetaSploit
cb90976c01394bd91125c6764fc8fc19f8b5ef2b1422b641e2b4c68f6c91b984,2023-01-08,2023-03-26,metasploit,2023-07-26,metasploit,MetaSploit
cd3e559dc40bb0dc04cb9155b45c44a9a8f88d861ae1396c9528adaae863e525,2022-02-25,2022-09-08,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
cd621db680041f810025726e6c015dc7109238e5cf666d14a5f13c1634f13365,2022-08-22,2023-01-12,SINGLETON:6989adaafcb5fe60879868fb1a73b1db,2023-07-26,SINGLETON:6989adaafcb5fe60879868fb1a73b1db,MetaSploit
d0e5285fe9b088e978c509362fdf75941c77b0fb23debb887756ce5788debd1e,2023-03-19,2023-03-21,rozena,2023-07-26,rozena,MetaSploit
d25075fd69a9652269c4fed38ce93a58bcac803f6fff76ffe8b765eb10a94c83,2023-04-19,2023-04-23,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
d31fcae6737debaf01cf33d2b4838d3669b399681487eb132878c80afd9386b1,2012-02-29,2021-09-15,vobfus,2023-07-26,vobfus,MetaSploit
d5ba504331ca997200de4ef58437095926783685de46254266a8f06d594c8d43,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
d5f2f9565e608a3d57618b7f25689636c30baf9b4c93de4dfc862997e83f1a82,2022-10-29,2023-05-13,metasploit,2023-07-26,metasploit,MetaSploit
da69111d0ba32fa46dfcf6dbb30d672d39bf5794951f5c4d69fb378eda4bd1ff,2023-03-17,2023-03-24,SINGLETON:2d14fc0abc9432b32d79353b89b9c294,2023-07-26,SINGLETON:2d14fc0abc9432b32d79353b89b9c294,MetaSploit
dd8522017feb8e056492e271237e316582c8102bdeae2ef9e61fbf175fad654d,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
e47ff7d8fb6a495433106a14adb48b1d4e16774ec34e059739207edc58cbb7ef,2023-05-15,2023-06-17,rozena,2023-07-26,rozena,MetaSploit
e4b0c115d4e9d19bb7bfe61e3a75d5e50d8f5b96d297431da06cfdcf24d3cab3,2022-08-28,2022-08-28,rozena,2023-07-26,rozena,MetaSploit
e8f60a684e11b03384a24169b06304af8294eb7e5eb47657f3e88d566b187c6e,2022-09-24,2022-09-24,rozena,2023-07-26,rozena,MetaSploit
e9e11200246d1b8300a8356b8068016bcb2bb66c409467e0939e1b934eb83499,2022-11-23,2022-11-29,rozena,2023-07-26,rozena,MetaSploit
eb580a26823d80a1777d9f9f10ca3e13b74c676c0f867835ad39d137c01027f1,2022-08-30,2022-09-13,shelma,2023-07-26,rozena,MetaSploit
ebfbb6b523b8292ca9dcff470296f1c729ad0e8809a366a6e060478dfd4bea1b,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
ecd8c09d08b3e27f15c3cba89f8ec2b284c9caa728852da8155d5955cee2ed58,2022-03-26,2022-03-26,rozena,2023-07-26,rozena,MetaSploit
ee87ffb45659e228e23bfc712fb84d5fc5ab33bb02614a2651ff3cd773b5dba6,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
f05aaa7f46d0a486c7fa6c1c7a0e1e04a3231afa6431266bef05817624b93315,2022-08-30,2022-10-12,rozena,2023-07-26,rozena,MetaSploit
f2da662ff21c7f7e6e77d7e8185092a398d53ce27550de646dc7ec474407379a,2022-06-26,2022-08-06,SINGLETON:ad178335b7683df465a50a84b3d7abcd,2023-07-26,SINGLETON:ad178335b7683df465a50a84b3d7abcd,MetaSploit
f34f06c39032931593e2d1d271582dd81c9c9f1ae4c36872c5580c37c27053c5,2023-04-02,2023-07-19,shelma,2023-07-26,rozena,MetaSploit
f3eb5db9372c6911705101b49f9defa0ed61de3d4af922a23164b1ad28cc5f91,2022-01-14,2022-01-23,rozena,2023-07-26,rozena,MetaSploit
f6226b4f78114bf044ee80d22f251e33ab6868fe6ef33004637dfc2fc6135cac,2022-11-07,2023-07-21,rozena,2023-07-26,rozena,MetaSploit
f6247ed809d0122f769d27d2a31ab68c33772469df576db2689accb98cfa08f6,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
f83a13b9c2e38932ece8b60668a2fd27a4dcdb9f82d2dedb4edb24a589cda45c,2023-05-20,2023-06-21,rozena,2023-07-26,rozena,MetaSploit
f988cdf69822247eb38f7ef3afef5fbb39f506ca0730b3df815f42c40f67f31a,2022-06-22,2022-06-22,rozena,2023-07-26,rozena,MetaSploit
fab4b8f1719c285174dd3d3c5e38eeb23d1401374dfcb265ebba3ef9ef58c5ab,2022-10-14,2022-10-27,sharps,2023-07-26,sharps,MetaSploit
fafc19553e0eb01221c4c1a9bb65ce80d0a34213c121f55923b43f0795160829,2022-07-26,2022-07-28,rozena,2023-07-26,rozena,MetaSploit
fb943fb365772ebd8e53b5e52cc82b3387a782bb05051c2a3703c5dbf11f55c0,2021-12-29,2022-09-09,rozena,2023-07-26,rozena,MetaSploit
fb99184757c107b5dd511a64db361fa55ce090bd26e1b8aa31033660413538fe,2023-05-20,2023-05-25,zard,2023-07-26,zard,MetaSploit
fcc78040ac014704f182f8ebe45b16e62415fe91fe342e83b30fec92e2ee8157,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
fd1fd6fcd18b1d5dfabaa2f2cbcc28762ad14516c5a8f135650545813f814af5,2022-02-18,2022-06-12,sabsik,2023-07-26,convagent,MetaSploit
ff1d2120f0862987b44b2bb6f209c372cfdb83a3060d149a1b48f52b67c4672a,2023-02-12,2023-03-25,rozena,2023-07-26,rozena,MetaSploit
