Hash,First Time Submission,Last Analysis 1,Label Family 1,Last Analysis 2,Label Family 2,Type of C2
601421ad80704fa48cf10d3481751a17ae0a7970f0aa2903978fcfa34d270248,2023-05-08,2023-05-16,SINGLETON:6e48c62d75c15044b162ca5b2f78747b,2023-07-26,SINGLETON:6e48c62d75c15044b162ca5b2f78747b,CobaltStrike
62de3d3bf07c3574fe6c9497526a7c097e2d4384d345f18c8b07edd11716333a,2023-02-20,2023-05-28,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
63abe27fb9a612a4e34cf1e5859e300a0c71fc599c740b5bf4bc297f216f4b33,2023-05-08,2023-06-08,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6545de8aaa1428dd634c31d5205360a32f0dbc3c81bf1322ee0441f97052b4fa,2023-03-21,2023-06-21,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6629f8a21829490945d20f755c2d2ee38b94d9d52f050402861c88e9e82c0361,2023-07-20,2023-07-26,encdoc,2023-07-26,encdoc,CobaltStrike
66f99d00978c99f2b5025ad213732f1543365a5cd55949736fa51552c21d25fa,2023-05-23,2023-05-25,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
67f83398e4b96573dd999384827d0441f8b3face1e8395f5533c1d95e9c3cacd,2023-03-27,2023-03-28,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6814b1a19a671a9e76b114d1d64105ab65e2ce991f466ecfb5c1f2e8d96fa532,2023-04-25,2023-05-13,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6a289f491c8d5d789e31e89c73ba06ef6fc075458a1106b7213b29da798f6c03,2023-01-08,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6a78c66b2a1ef44584c3b1bac11649275cac70dd5768bcdeeb3c439420354c01,2023-02-28,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6eec1d354aaa981a5bd59e144dce2376dbb5b153de66b3cac6672cd83d0914c1,2023-04-19,2023-04-22,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
6f6408184ce239352d2600c9ef0d7d093997f7a6fb62266263b6cd687bc2b9c0,2023-07-18,2023-07-19,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
72e686ac4559427ccb0302c638a88997b6a3e8895974c6e4648c27f69bbb0fb6,2023-01-08,2023-01-08,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
759dbbe479a9b701a66fcc4d4fe4657c273f9d9baf606300cf4c38eb0ea0baa5,2023-04-19,2023-04-22,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
77f50d622a2a3c728a061d85cd4b3f76339e386e3c73d64b1a06e06ae25ab5f5,2023-04-13,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
781bae13816d6f8097225b3af9dd3abdec0d40203c28d1b5ca916b3857fb0543,2023-03-14,2023-03-15,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
789f7f3206de4d272763eaeffe91f1b8dff0a9a9f4af14c129c7f228f91e3491,2023-05-11,2023-07-04,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
7a70c1a08b3481a185a0783ca3b27e55e0d16998b9ca4c97929b56c2cbc59a7c,2023-07-24,2023-07-25,rozena,2023-07-26,rozena,CobaltStrike
7cf3379bd4c558c88f9a6e7b5aa6cda3aa9ba4289148e8ca6b0b55f378cd612e,2023-03-30,2023-03-31,SINGLETON:d223ac403e9ac14ae07b6edfeb018deb,2023-07-26,SINGLETON:d223ac403e9ac14ae07b6edfeb018deb,CobaltStrike
7d7c7d4b8bc8e8ddc5b91f63ea08816bde55ff83359437fdb0e924bcecff6665,2023-04-29,2023-05-18,ulise,2023-07-26,ulise,CobaltStrike
809a367085e3ae446b6f032fba03e28861a28831a7f18bb9d0b7fce961438304,2023-05-19,2023-05-20,SINGLETON:23fdd52db555e4b7cd788e94582c3145,2023-07-26,SINGLETON:23fdd52db555e4b7cd788e94582c3145,CobaltStrike
8518d86b514edfb1ff301d6526e4fbbc0d65aec52442dc108e0797a34c334879,2023-02-25,2023-03-13,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
864c5339ddc1ad5df17d454c023d0f34a2bfebe76a19314f552d72123a845863,2023-04-12,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
86a0326da1cd2fda3e13294b1a8b9d1de7eb21861e98255e0028dd97b57025b2,2023-05-11,2023-05-15,SINGLETON:994ed27b453cc66937b36f8f4c1df4e4,2023-07-26,SINGLETON:994ed27b453cc66937b36f8f4c1df4e4,CobaltStrike
880642df987a4970dfe06352ec4dc1f3f84729ff5c4279330fe3072eaba69ad1,2023-03-02,2023-04-21,cobaltstrike,2023-07-26,rozena,CobaltStrike
89f1f50ec8f35ccbb64ccf6181f6a662fe402c6d9537f04562d204e178801dbf,2023-02-06,2023-02-21,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
8d56b5f591c764a68961429c984a47df324196f587540720dfb45f188f4757a7,2023-02-28,2023-05-16,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
8f52aa67008be8347376d64934b9ad7019cf40bc56098e7d4a63b96318ded8a3,2023-01-06,2023-05-16,rozena,2023-07-26,rozena,CobaltStrike
90474155b212711890e4f99cdaeab013cbfdb6936a61c75c8a5c90cbbe813c2f,2022-11-25,2023-07-11,rozena,2023-07-26,rozena,CobaltStrike
93c6a7c0a60d7e4b19f3cf94fd8c28382cdc3aaaf008d494680041522c754ad8,2023-04-20,2023-05-27,shelma,2023-07-26,shelma,CobaltStrike
94e304a427d20421b64540b967adf16268876531a86fbe61d075f32a1d517cf9,2023-05-05,2023-07-12,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
98c2fd1c9b0b0f55d9054394c0395405dd88d44f2509cede386789783e31492a,2023-03-02,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
992b75d149e5c99ee400526fbeae6c3a3e9fa79da2c09e5d4246c40ace1f6044,2023-04-17,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
9b0a96da447a36e72d1d89ca4b1aec82ff0df3d9ffa9c712b8613f790f340aec,2023-04-17,2023-04-21,SINGLETON:67ab35b37976626325729a1f9ebb6536,2023-07-26,SINGLETON:67ab35b37976626325729a1f9ebb6536,CobaltStrike
9c9e8841d706406bc23d05589f77eec6f8df6d5e4076bc6a762fdb423bfe8c24,2023-05-09,2023-05-11,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
9e12e324fba899ac7631f808b9d58296a45219d82afc665cc61770567b96c695,2023-05-14,2023-06-15,msilzilla,2023-07-26,msilzilla,CobaltStrike
9e68ac920bae102ccf1829ae8b8c212cc3046dd82114966c74e740df68b76fcd,2023-02-09,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
9e9262ab44b3df0478357a790aa39abae9217e74349758e39db4bd7064597875,2023-02-07,2023-02-07,SINGLETON:65247221e9addff22b50070ba1893bb6,2023-07-26,SINGLETON:65247221e9addff22b50070ba1893bb6,CobaltStrike
a27734578daa0ece490f3df8fef37d7218bd91e0d786021c6fa51ebfb40d782d,2023-03-04,2023-07-06,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
a3fbf1aead035c063da828ea18ed8cb85f9259ebc47851837bb510fc8737fb35,2023-07-24,2023-07-26,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
a4ac7ae499a7d0e74b83983737e372d505ae0eb43578a46930c43024548acafe,2023-05-03,2023-07-13,rozena,2023-07-26,rozena,CobaltStrike
a58150ce39e22e8e67f9b582c3064cd8701cdabb4f1ac7ae22c8fc6e0bc2e93b,2023-03-17,2023-06-15,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
a9b9b041c15253ca700295888896273fd78fb7ec1b5ac84d5e984b9615c9dc4e,2023-07-02,2023-07-06,rozena,2023-07-26,rozena,CobaltStrike
aaf30ddd3c33e3809c71004c47629fc9d5fb7d367b488e89e213731a0ea0fe2f,2023-02-09,2023-03-08,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
ae62ac2596c41db7d18fcfce29955d6b420a5783c0f27ca8d667caab3ec16398,2023-02-09,2023-02-11,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
b20bf873b3decaecccadefd88ebb391d682b37e0c7d7d6bb942c630a4ad30739,2023-03-13,2023-03-26,shlem,2023-07-26,shlem,CobaltStrike
b41b4e32607a4e21593332da63ce1bcf9c1d43f8f6754789a43bea7428833ea4,2023-02-07,2023-02-11,casdet,2023-07-26,shellcoderunner,CobaltStrike
b61a1f3fbe600af0728a11d1b3d1b64d74edb38afedb51d461871dd4802ebe3d,2023-04-29,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
b6a68af1d4852476d62b6aa231f9629260ec4cbcaba051feba5742913ffbebe7,2023-02-05,2023-02-11,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
b8a748811ac92bd3b8f8b2b4f69a471856f95cdbed3e1883c2ef965ba6623289,2023-05-18,2023-05-26,SINGLETON:8dbf2e24ad5da6dfbf08fb67d034d312,2023-07-26,tedy,CobaltStrike
ba95ee90c4e4cb5f04ac023bdd963690b6bb6907ec4e872a498ac498e43674dd,2023-02-16,2023-05-15,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
c0545200569496754aa5a4c3000af185b56b819409a561f7a5cc5c6bb3015f8b,2023-07-21,2023-07-26,rozena,2023-07-26,rozena,CobaltStrike
c3de6435a448068b891936fdf86118a17691313bdfb38a3b3130f3b6bd6492f2,2023-03-10,2023-05-11,runner,2023-07-26,runner,CobaltStrike
c525b74313f951c336ad1074c4c43c447b7cd4d63d8988bb094d193ad2dfe182,2023-05-05,2023-07-13,cobaltstrike,2023-07-13,cobaltstrike,CobaltStrike
c889866bbe2d83ac73d5ce53acb109c66cf3a84b4e9a7e8086ae257bd275f9b6,2023-05-10,2023-06-28,cobaltstrike,2023-06-28,cobaltstrike,CobaltStrike
c961cdc5324bc2a6803073994800c60067de9f3e541fae68b5a99543f6c76e14,2023-04-14,2023-05-14,cobaltstrike,2023-05-14,cobaltstrike,CobaltStrike
c9f7a195bd4281bff7f735f8e33e9de76c6867679e0e6a5d978f43bf330512ed,2023-04-13,2023-04-22,meterpreter,2023-04-22,meterpreter,CobaltStrike
ca23e9ec37b142446a636583b2ab8a738b7582cc8e20b4e68b754fe536ae9136,2023-01-13,2023-07-21,cobaltstrike,2023-07-21,cobaltstrike,CobaltStrike
ccea51593adf4c6a3205a2caa943ab3ed52c918d2dd3c218ba56ef61775d563e,2023-06-13,2023-06-15,shelma,2023-06-15,shelma,CobaltStrike
cedf2f478d0acc217522682a10f37c28894733f15f80df85333c7894043dcd98,2023-01-19,2023-05-15,cobaltstrike,2023-05-15,cobaltstrike,CobaltStrike
d4219b706d7d914ba1e0dc0c32804b522d3b38f0947e3b902a02c35d89f56259,2023-02-07,2023-02-11,SINGLETON:ec5071963e2367e037a45fab530a5458,2023-02-11,SINGLETON:ec5071963e2367e037a45fab530a5458,CobaltStrike
d9b58487d96d7da8ffc4001a417d02a954954d4e068051b0534a657027a662f9,2023-06-20,2023-07-23,gamarue,2023-07-23,gamarue,CobaltStrike
dc6b5ebd52ed71ad93454f0406f4e9f3f5f038cbc631a3b7a86cf6a6b2d17dc2,2023-02-03,2023-02-03,cobaltstrike,2023-02-03,cobaltstrike,CobaltStrike
dd99e8480bfb4aec08c0186034b491ef54446b03303483cfe6c9f72ca647c2ca,2023-07-13,2023-07-23,cobaltstrike,2023-07-23,cobaltstrike,CobaltStrike
deeb89a16aa2b7b63504602de422f508c196b8be3289e57f3b9d74337d585425,2023-01-08,2023-02-09,cobaltstrike,2023-02-09,cobaltstrike,CobaltStrike
e01e05a89153f718942abf535480ac1d7f311a30f342c571e4c0d42f4785aa61,2023-07-21,2023-07-24,cobaltstrike,2023-07-24,cobaltstrike,CobaltStrike
e24198e5fa5b7ce59ac3a5b8e65e974d5278f4fa2aa44536dc72b5e8e923700e,2023-04-03,2023-04-08,rozena,2023-04-08,rozena,CobaltStrike
e258c0f68a750b8906fa1a3409f76fcff3df9b9d878fe9148aa9768102e240b6,2023-02-07,2023-05-07,cobaltstrike,2023-05-07,cobaltstrike,CobaltStrike
e8fcd02c2bebd84332f7f045d158ad5537f5ea85de89deb99bc8cc9bbad49405,2023-02-07,2023-02-09,-,2023-07-26,-,CobaltStrike
ea73ad2266d73da03328dfa1bdb5971203235e1dd2c53978955c85445e057365,2023-07-19,2023-07-26,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
ed61867a9878f644cdecf432805c8560bfa39b9191be013067eb875500a80f53,2023-05-14,2023-07-25,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
ef14393974b607435db89dcd21cbfeb50d14988fec8570cf13b2dbfbd719e062,2023-04-13,2023-04-22,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
f04a4dd4c448cc010e8dd8fa9a30ccca2b620f73cfae94639583cfd7baaeb1fc,2022-10-05,2023-05-16,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
f04c9801e71131d47f43765f8ede34359669ba08f777e9e64e93b1d70df004a7,2023-04-24,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
fa87935161707d6675f094392d2c8519a5747735820e55f3688c7fc535f8e794,2023-05-14,2023-05-14,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
fa93295b15af9a9e538a9db8251342c4b633b476a108f1a8de9f76e7e1cd7cc8,2023-05-19,2023-07-04,cobaltstrike,2023-07-26,cobaltstrike,CobaltStrike
fb57cac696e24c505a392895dc3fe4ae001afc03b9f9ceae0d7ed40c5f999548,2023-06-30,2023-07-05,shlem,2023-07-26,shlem,CobaltStrike
ff1d2120f0862987b44b2bb6f209c372cfdb83a3060d149a1b48f52b67c4672a,2023-02-12,2023-03-25,rozena,2023-07-26,rozena,CobaltStrike
06d933b141bdb7cbd349deb355092adecf43d70c95c1f130908b4655e605d751,2023-07-13,2023-07-19,msilzilla,2023-07-26,msilzilla,MetaSploit
078ed1c95f7b0da4e83a6d6c60cb7e4635335f7e1ea8dd8c9a840a578311ece7,2022-08-28,2022-08-28,rozena,2023-07-26,rozena,MetaSploit
08fbc710db12971878c438f860f4d2a501df3dae2dc937e363ffa172c5e8a771,2023-01-22,2023-02-21,rozena,2023-07-26,rozena,MetaSploit
0c591c65079e99299eb7f49c212369e18e7ab61776cd5bc51d2ffad58119321c,2022-09-26,2023-04-24,rozena,2023-07-26,rozena,MetaSploit
0dbabbec84013fbefd55a1365a055e0f0d6ad200d504d065e1263f5d7ce1c8d4,2022-02-11,2022-02-17,rozena,2023-07-26,rozena,MetaSploit
0fffc2f0f0d0742b02a832ded42b9cd2bc39789b0985262340969335cfb012eb,2023-03-18,2023-04-03,rozena,2023-07-26,rozena,MetaSploit
1258cbaeb5b858b8dc309a74a591c1cec05a47910c6e4e104eee3064cb3b605c,2023-03-19,2023-05-29,rozena,2023-07-26,rozena,MetaSploit
14460f49ce47c51935a5b966ac458fb42558caa9e406dec6fd5120b6cdcfb54d,2021-05-07,2023-07-22,shelma,2023-07-26,shelma,MetaSploit
153baa94a4ce5e0d14e90dafc5b3ed640af6e436536097963777b47239a53669,2023-05-20,2023-06-21,rozena,2023-07-26,rozena,MetaSploit
181702a1231ee2a7e9fc2a06e7830d21c95593b79451870a594c492258cc2eb7,2022-07-19,2022-09-13,rozena,2023-07-26,rozena,MetaSploit
1875a76e2d6bc55ee050b87bc4c641e9fdf165c5f6c2f98e9d18832144a69722,2023-01-12,2023-02-04,rozena,2023-07-26,rozena,MetaSploit
19c3221cbbdc45fff5b609709f86169e2bfd86b1273d722dc8f0bc59d5a65704,2022-10-13,2023-01-06,meterpreter,2023-07-26,meterpreter,MetaSploit
1ad02b6f18eedbb5277e0c195c5a155fdd80078119b42676ae93118a1c5fc09b,2022-04-13,2022-04-14,rozena,2023-07-26,rozena,MetaSploit
1c2c0b63b1d7d877b3a12801d1e980e36b75d55cb210b5ac5dc1e46a64ecd2c7,2022-11-10,2022-11-18,rozena,2023-07-26,rozena,MetaSploit
1da90aaa995c408f629f712c58dad18249038fed44745a3807f35110d3a3d4b8,2022-04-13,2023-01-11,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
21360cb095ead182c21d9203b9d619e6b57f1dacdfefa6b9499173f8c5e3adc5,2022-11-29,2022-12-01,valyria,2023-07-26,valyria,MetaSploit
221cbe544b658980ee58b78e771dcefddc4bc7aaffcaf7798596aad23423c31b,2021-12-31,2022-09-18,rozena,2023-07-26,rozena,MetaSploit
232940153e174d0234d92d1764bfce3b6a72133f4312d80101df5653adaebb42,2023-05-13,2023-05-14,rozena,2023-07-26,rozena,MetaSploit
2479b72c7d9c105681dae0681632b305da819e6cf15ed86862422ae32c5d939a,2022-03-07,2022-03-09,SINGLETON:957e28fc709cb719c32d4f13d95923ba,2023-07-26,SINGLETON:957e28fc709cb719c32d4f13d95923ba,MetaSploit
24c0626f5b64a968e1a60eeedda06961dff2b1da0e1a068da4cfc3b5d92d534c,2023-05-05,2023-06-06,rozena,2023-07-26,rozena,MetaSploit
258df67fd269f05585a07191ae67e4bd8378606d46a9aa10bd3473604bae5d85,2021-12-31,2022-09-18,rozena,2023-07-26,rozena,MetaSploit
281f7edc9ed294b8a1589b8377edc747aaa6ebdaf173dadc96e12c77e7a7a4b3,2022-04-27,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
28fd3a1d9087d7b103b7f6cfca002798b6365fe6ebcc66fa02dbb4a9e6378e71,2016-12-07,2023-07-20,petya,2023-07-26,petya,MetaSploit
290161216dcdf2c27b87213db282c836a2f09c0c3dfc2a116fb36af46ac61a71,2023-01-13,2023-02-04,rozena,2023-07-26,rozena,MetaSploit
299e002db099d77db93d3d0d5aac42f666a95c30077090d26eb84a1b6de72480,2023-05-20,2023-05-23,meterpreter,2023-07-26,meterpreter,MetaSploit
2a9a1d0c0fff5c866b9e3615737f69f73e14212db2e4d86ddf635b200aa824a7,2022-07-30,2022-08-05,SINGLETON:2e2c1d6ad0382323610eb34e4e07497e,2023-07-26,SINGLETON:2e2c1d6ad0382323610eb34e4e07497e,MetaSploit
2c1202010c1914e517f2d1303c82283286adbf56be408d0facadcba5154598fe,2023-06-30,2023-07-20,shelma,2023-07-26,shelma,MetaSploit
2f6c15714bff3a5c6761ef2f1e61af96fac718abacefdb4e74c9a94ab5974600,2023-05-20,2023-07-20,rozena,2023-07-26,rozena,MetaSploit
304a28d5e9010331c8f183b5932d0420410cf5e749f84cdd02d9992abd397285,2023-05-20,2023-06-29,rozena,2023-07-26,rozena,MetaSploit
31e27d123712e87710bd662e9c3cdae1003b501cbee480cd4469cdc342c6285e,2023-05-03,2023-06-01,rozena,2023-07-26,rozena,MetaSploit
354b1de4193f85cad84c3199344363570f98bc6465eba2c1d6eda1f06ad71cbd,2022-06-08,2023-01-04,SINGLETON:1025b2ef4b2904353bd4a8c14a1d1c12,2023-07-26,SINGLETON:1025b2ef4b2904353bd4a8c14a1d1c12,MetaSploit
35f634a00e48d1431c6845e2b72fdc79b373e7d905c6a79b0ed4755b4e8b023b,2023-06-01,2023-07-20,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
3712c16a93fc26a799ab13546996aefaaa32c8bd43ad18558a0f2bf3bdbec8b6,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
3ab85fbf8824b32c960df3bba0fde4b68f82d9a96db4c73f641418e4474a7f59,2023-05-21,2023-05-23,rozena,2023-07-26,rozena,MetaSploit
3cca547adf14322e75621cc9f2b82c95242824fdd26f80ed8cd97ca927a7adee,2022-03-10,2022-07-20,rozena,2023-07-26,rozena,MetaSploit
3f4c88b6628c76c58745406ad83a224d0770fbe27ea5583b94ba98593e2824aa,2023-05-20,2023-05-23,shlem,2023-07-26,shlem,MetaSploit
4245990f42509474bbc912a02a1e5216c4eb87ea200801e1028291b74e45e43b,2020-12-25,2023-07-25,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
43262045bd96fc272ef92a3a5ec086e7c49349f0c8167f5d1db6ccd7d514e9e9,2022-02-16,2022-03-29,rozena,2023-07-26,rozena,MetaSploit
44b65f19cc2ad9f897269fb9b02b9266718e9bd911e67ca0fb48b638d3627a6c,2023-07-06,2023-07-20,SINGLETON:d97066e13423d249fdceadb62db460e0,2023-07-26,SINGLETON:d97066e13423d249fdceadb62db460e0,MetaSploit
460767dc86f6f375250aed8727b46d7e42393bdd9cd31bb91350740832f5ff80,2022-10-29,2022-10-31,rozena,2023-07-26,rozena,MetaSploit
4759c4c5f7f910a200876f1a207a941069b8483bd2de5a3b5d48aff421d8ec15,2022-10-15,2023-05-04,sharps,2023-07-26,sharps,MetaSploit
478e43aaff77c2060cf94833ea39e2fb4066c2d263879277431ef9e25d23457d,2021-04-19,2021-04-27,rozena,2023-07-26,rozena,MetaSploit
47d4baa592dc8afc592d3a342da85af103f96adf0dba589e1a478363af664768,2022-08-28,2022-09-01,rozena,2023-07-26,rozena,MetaSploit
4abdbd7fc8afbbf9a346a8866b8fe64d90f821b23e1f486821a896123836673a,2022-01-09,2022-09-08,cobaltstrike,2023-07-26,cobaltstrike,MetaSploit
4cac02783e5328677d08dcf0890035146ed8e583d0c9654d196919a5962f37df,2023-01-11,2023-06-15,rozena,2023-07-26,rozena,MetaSploit
4da266f0901c2f313815b89f94a6618ea4c95cfd243710d8918970913ada621c,2022-10-29,2023-02-04,rozena,2023-07-26,rozena,MetaSploit
507b6decce85fd4b74d04a9c9cd7516223a294df9c9f9db7c79e62051cdcb768,2022-10-01,2022-10-11,rozena,2023-07-26,rozena,MetaSploit
5237f1c6bc2b3e3a4cfbd4faca00c7a503d7312bf99077b33aba7bd873d88c14,2022-10-29,2022-11-01,rozena,2023-07-26,rozena,MetaSploit
52ea2303bde3c7be3a83b3d9524662b886393df8419f84f7caf3237497974175,2023-01-02,2023-01-31,boxter,2023-07-26,meterpreter,MetaSploit
