Hash,First Time Submission,Last Analysis 1,Label Family 1,Last Analysis 2,Label Family 2,Type of C2
01baa526e2bd9b4e06e59a3d1f04ddfd,2023-06-07,2023-07-09,godei,2023-07-11,godei,Deimos
03fde7774322ceb8827d2ea3fd3e69c0,2023-02-19,2023-03-05,deimos,2023-07-11,deimos,Deimos
82491b42b9a2d34b13137e36784a67d7,2022-09-15,2023-02-22,deimos,2023-07-11,deimos,Deimos
83dd7f8e256a023573c951e6fb375d4f,2023-01-14,2023-02-15,godei,2023-07-11,godei,Deimos
8a96ffc3aa82d8f5e216bb12826a4238,2020-08-09,2023-04-15,godei,2023-07-11,godei,Deimos
93dab2cbf0b31fb5dbc44387c43991f4,2022-02-07,2023-05-23,deimos,2023-07-11,deimos,Deimos
9ac41e87b4944985364ffca26f65ead4,2022-02-23,2023-04-14,deimos,2023-07-11,godei,Deimos
c36257757e0de6f3798285e9071b49d1,2022-12-28,2023-06-14,deimos,2023-07-11,deimos,Deimos
c93e0419e2e3f7043d0350d82da4a62c,2020-10-02,2022-12-27,dominicus,2023-07-11,deimos,Deimos
efedfa5e2c216969194933bebde4e686,2020-07-24,2023-02-22,deimos,2023-07-11,deimos,Deimos
19640c689ae156f2c92a74c690d0d414,2013-06-28,2023-07-04,wapomi,2023-07-11,wapomi,MetaSploit
1e2584ea45c8c10db3b86ae3f4cdfa7a,2023-06-30,2023-06-30,remcos,2023-07-11,remcos,MetaSploit
1e79c6ff35e69b1c834db1fc1123715c,2023-06-30,2023-07-01,remcos,2023-07-11,remcos,MetaSploit
5382cca0edfdf74176068a56a38f8d32,2023-06-30,2023-07-01,SINGLETON:5382cca0edfdf74176068a56a38f8d32,2023-07-11,SINGLETON:5382cca0edfdf74176068a56a38f8d32,MetaSploit
931e61bdf46af6eccf8ee3798658f368,2013-10-02,2023-06-29,metasploit,2023-07-11,metasploit,MetaSploit
aa36c68b735b8d10791a6823c3b5f136,2023-06-30,2023-07-01,SINGLETON:aa36c68b735b8d10791a6823c3b5f136,2023-07-11,SINGLETON:aa36c68b735b8d10791a6823c3b5f136,MetaSploit
c0633a86ed9129256f62f2bb437e4b90,2023-06-30,2023-06-30,SINGLETON:c0633a86ed9129256f62f2bb437e4b90,2023-07-11,SINGLETON:c0633a86ed9129256f62f2bb437e4b90,MetaSploit
c908745618812211a726d92d9f954f89,2023-05-05,2023-07-03,rozena,2023-07-11,rozena,MetaSploit
dbfe43c514d798232a695aae9bb08d40,2022-10-12,2023-07-07,pyshellcode,2023-07-11,pyshellcode,MetaSploit
ec3f106c91a89a6907213b756a532b84,2023-06-30,2023-06-30,remcos,2023-07-11,remcos,MetaSploit
026d81ef303b64817846f20dc4d487be,2023-06-08,2023-06-09,psploitenc,2023-07-11,psploitenc,Posh
4a0f2193c7eb55076693f5cbc586d3c9,2017-04-01,2023-07-02,nishang,2023-07-11,synopsis,Posh
56d9948ef62b20db665f8f65e12cd723,2019-08-12,2023-03-06,SINGLETON:56d9948ef62b20db665f8f65e12cd723,2023-07-11,SINGLETON:56d9948ef62b20db665f8f65e12cd723,Posh
5c5eb1917375f5771d87f1d5c2ffb5fd,2023-05-19,2023-05-19,mimikatz,2023-07-11,mimikatz,Posh
90fb671e435e10fc01157636b29ee0b8,2015-09-14,2023-03-07,nishang,2023-07-11,nishang,Posh
a707c0491378c2e07db8e89f50c27537,2023-03-17,2023-03-17,SINGLETON:a707c0491378c2e07db8e89f50c27537,2023-07-11,SINGLETON:a707c0491378c2e07db8e89f50c27537,Posh
b5f6a213320c1ddf48ce00a1f603ae53,2019-12-01,2020-01-13,SINGLETON:b5f6a213320c1ddf48ce00a1f603ae53,2023-07-11,pantera,Posh
de6516322911fa06b5cf6ed397176619,2019-05-09,2023-03-06,SINGLETON:de6516322911fa06b5cf6ed397176619,2023-07-11,SINGLETON:de6516322911fa06b5cf6ed397176619,Posh
e16cb7c90dab1a73ad2bec2925fb2350,2019-10-12,2023-04-09,pshellinj,2023-07-11,pshellinj,Posh
e968ad96716fa1327d519d597b97f831,2023-03-17,2023-03-21,SINGLETON:e968ad96716fa1327d519d597b97f831,2023-07-11,SINGLETON:e968ad96716fa1327d519d597b97f831,Posh
f3b370ba8a7d64838ff2549c1b8c88e0,2023-06-16,2023-06-16,SINGLETON:f3b370ba8a7d64838ff2549c1b8c88e0,2023-07-11,SINGLETON:f3b370ba8a7d64838ff2549c1b8c88e0,Posh
009f0391a6ad93e17b7c8719dcbdb50d46bc5cb6afe8af2a60e00f4bcb41cf3e,2023-06-10,2023-06-15,sliver,2023-07-11,sliver,Sliver
31e21a23b571fb59b029dbf521ba63302aff87a9de53f16e5e2599060f168805,2023-02-19,2023-04-02,shelm,2023-07-11,shelm,Sliver
3221de492e436a79655b4a82b72830a28de3aa417300fdf06e0b28202053ff3e,2022-10-01,2023-05-05,sliver,2023-07-11,sliver,Sliver
7a23f4d94da4fcf01f375c6a7d90be80,2022-01-17,2023-06-27,SINGLETON:7a23f4d94da4fcf01f375c6a7d90be80,2023-07-11,SINGLETON:7a23f4d94da4fcf01f375c6a7d90be80,Sliver
97fca8c72a1dec07e15780f3e7299d6652c86b8be4c603493116657da0b84fc9,2023-06-10,2023-06-18,sliver,2023-07-11,sliver,Sliver
9fb9483c4b5f51906736ddffe7c4faebe924cc7d1a6160043ade31f1bd1f174b,2023-02-14,2023-03-07,donut,2023-07-11,donut,Sliver
a3a0c54e73818117c90f4b1086144b4975abb6531a9abc6ebd7eef78aff359fb,2023-07-01,2023-07-06,malgo,2023-07-11,sliver,Sliver
b245c7bbf3314d1c962b5687cf3d60ccc9a6665d8fa7bd3a7dda688021583280,2023-06-10,2023-06-15,sliver,2023-07-11,sliver,Sliver
da598cca4ec20c54c98e0517109f44d2,2022-03-02,2023-06-30,SINGLETON:da598cca4ec20c54c98e0517109f44d2,2023-07-11,SINGLETON:da598cca4ec20c54c98e0517109f44d2,Sliver
ed66f9866c319e5bfb5ebda275c2a07c504e350cdffaefd3346f4dfb6f21ff78,2023-04-17,2023-04-22,sliver,2023-07-11,sliver,Sliver
