TTP List,YARA List,API List,node,edge,label
[],['Adobe_XMP_Identifier'],"['SizeofResource', 'WriteProcessMemory', 'WriteFile', 'GetModuleFileNameW', 'WaitForSingleObject', 'CreateFileW', 'LockResource', 'CloseHandle', 'LoadLibraryW', 'LoadResource', 'FindResourceW', 'GetProcAddress', 'VirtualAllocEx', 'LocalFree', 'CreateProcessW', 'CreateRemoteThread', 'VirtualFreeEx', 'SetUnhandledExceptionFilter', 'GetCurrentProcess', 'TerminateProcess', 'IsProcessorFeaturePresent', 'QueryPerformanceCounter', 'GetCurrentProcessId', 'UnhandledExceptionFilter', 'GetCurrentThreadId', 'GetSystemTimeAsFileTime', 'InitializeSListHead', 'IsDebuggerPresent', 'GetStartupInfoW', 'GetModuleHandleW', '_Xlength_error', '_CxxThrowException', 'memset', '__std_exception_destroy', '__current_exception', '__current_exception_context', 'memmove', 'memcpy', '_except_handler4_common', '__std_exception_copy', '_initialize_onexit_table', '_register_onexit_function', '_crt_atexit', 'terminate', '_invalid_parameter_noinfo_noreturn', '_cexit', '_c_exit', '_exit', 'exit', '_controlfp_s', '_callnewh', 'free', 'malloc', '_set_fmode', '_configthreadlocale']",411,426,1
"['T1129', 'T1569.002']",[],"['ChangeServiceConfig2A', 'ChangeServiceConfigA', 'CloseServiceHandle', 'OpenSCManagerA', 'OpenServiceA', 'RegisterServiceCtrlHandlerA', 'SetServiceStatus', 'StartServiceCtrlDispatcherA', 'CreateEventA', 'DeleteCriticalSection', 'EnterCriticalSection', 'FreeLibrary', 'GetLastError', 'GetModuleHandleA', 'GetNativeSystemInfo', 'GetProcAddress', 'GetStartupInfoA', 'InitializeCriticalSection', 'LeaveCriticalSection', 'LoadLibraryA', 'SetEvent', 'SetUnhandledExceptionFilter', 'Sleep', 'TlsGetValue', 'VirtualProtect', 'VirtualQuery', '__getmainargs', '__p__acmdln', '__set_app_type', '_amsg_exit', '_cexit', '_initterm', '_onexit', 'abort', 'calloc', 'exit', 'fprintf', 'free', 'fwrite', 'malloc', 'memcpy', 'signal', 'strlen', 'strncmp', 'vfprintf']",0,0,1
"['T1213', 'T1056.001', 'T1222', 'T1562.004', 'T1112', 'T1027.005', 'T1083', 'T1057', 'T1012', 'T1518', 'T1518.001', 'T1082', 'T1016', 'T1007', 'T1129', 'T1569.002', 'T1134', 'T1134.001']",[],"['ExitProcess', 'HeapSize', 'UnhandledExceptionFilter', 'SetUnhandledExceptionFilter', 'IsDebuggerPresent', 'IsValidCodePage', 'GetTimeZoneInformation', 'GetStringTypeA', 'GetStringTypeW', 'LCMapStringA', 'LCMapStringW', 'VirtualFree', 'HeapCreate', 'GetStdHandle', 'SetHandleCount', 'GetConsoleCP', 'GetConsoleMode', 'GetFileType', 'GetEnvironmentStrings', 'FreeEnvironmentStringsW', 'GetEnvironmentStringsW', 'QueryPerformanceCounter', 'GetDriveTypeA', 'InitializeCriticalSectionAndSpinCount', 'WriteConsoleA', 'GetConsoleOutputCP', 'WriteConsoleW', 'CompareStringW', 'SetEnvironmentVariableA', 'InterlockedIncrement', 'InterlockedDecrement', 'VirtualQuery', 'FreeEnvironmentStringsA', 'LocalFree', 'FormatMessageA', 'lstrlenA', 'LocalAlloc', 'WideCharToMultiByte', 'SizeofResource', 'LockResource', 'LoadResource', 'FindResourceA', 'MultiByteToWideChar', 'GetVersion', 'GetVersionExA', 'lstrlenW', 'GetCPInfo', 'SetLastError', 'GetLastError', 'LoadLibraryA', 'GetModuleHandleA', 'GetProcAddress', 'FreeResource', 'lstrcmpiA', 'GetCurrentDirectoryA', 'SetCurrentDirectoryA', 'GetFileAttributesA', 'FindFirstFileA', 'FindClose', 'CreateDirectoryA', 'DeleteFileA', 'RemoveDirectoryA', 'Sleep', 'OutputDebugStringA', 'CopyFileA', 'SetFileAttributesA', 'CreateToolhelp32Snapshot', 'Process32First', 'OpenProcess', 'CloseHandle', 'Process32Next', 'CreateProcessA', 'WinExec', 'WaitForSingleObject', 'GetCurrentProcess', 'TerminateProcess', 'GetSystemInfo', 'VirtualAlloc', 'VirtualProtect', 'RaiseException', 'RtlUnwind', 'HeapReAlloc', 'GetStartupInfoA', 'GetCommandLineA', 'CreateThread', 'ExitThread', 'GetSystemTimeAsFileTime', 'GetDateFormatA', 'GetTimeFormatA', 'GetTickCount', 'SetErrorMode', 'GetOEMCP', 'GlobalFlags', 'TlsFree', 'DeleteCriticalSection', 'LocalReAlloc', 'TlsSetValue', 'TlsAlloc', 'InitializeCriticalSection', 'GlobalHandle', 'GlobalReAlloc', 'EnterCriticalSection', 'TlsGetValue', 'LeaveCriticalSection', 'GetModuleHandleW', 'GetFileTime', 'GetFileSizeEx', 'CreateFileA', 'GetFullPathNameA', 'GetVolumeInformationA', 'DuplicateHandle', 'GetFileSize', 'SetEndOfFile', 'UnlockFile', 'LockFile', 'FlushFileBuffers', 'SetFilePointer', 'WriteFile', 'ReadFile', 'WritePrivateProfileStringA', 'GetCurrentThread', 'ConvertDefaultLocale', 'EnumResourceLanguagesA', 'GetLocaleInfoA', 'InterlockedExchange', 'FileTimeToLocalFileTime', 'FindNextFileA', 'lstrcmpA', 'GlobalGetAtomNameA', 'GlobalAddAtomA', 'GlobalFindAtomA', 'GlobalDeleteAtom', 'CompareStringA', 'lstrcmpW', 'GetCurrentThreadId', 'GetModuleFileNameW', 'GetCurrentProcessId', 'FileTimeToSystemTime', 'GetThreadLocale', 'GlobalFree', 'GlobalAlloc', 'GlobalLock', 'GlobalUnlock', 'MulDiv', 'lstrcpyA', 'GetACP', 'FreeLibrary', 'HeapFree', 'GetProcessHeap', 'HeapAlloc', 'GetModuleFileNameA', 'SetStdHandle', 'ReleaseCapture', 'LoadCursorA', 'CharUpperA', 'SetWindowContextHelpId', 'MapDialogRect', 'PostQuitMessage', 'CreateDialogIndirectParamA', 'EndDialog', 'ShowWindow', 'MoveWindow', 'SetWindowTextA', 'IsDialogMessageA', 'SetDlgItemTextA', 'SetMenuItemBitmaps', 'GetMenuCheckMarkDimensions', 'EnableMenuItem', 'CheckMenuItem', 'RegisterWindowMessageA', 'SendDlgItemMessageA', 'WinHelpA', 'IsChild', 'GetCapture', 'GetClassLongA', 'GetClassNameA', 'SetPropA', 'GetPropA', 'RemovePropA', 'GetFocus', 'SetFocus', 'GetForegroundWindow', 'SetActiveWindow', 'GetDlgItem', 'GetTopWindow', 'DestroyWindow', 'GetMessageTime', 'GetMessagePos', 'MapWindowPoints', 'TrackPopupMenu', 'SetMenu', 'UnregisterClassA', 'SetForegroundWindow', 'UpdateWindow', 'CreateWindowExA', 'GetClassInfoExA', 'GetClassInfoA', 'RegisterClassA', 'AdjustWindowRectEx', 'EqualRect', 'CopyRect', 'GetSysColor', 'FillRect', 'DrawEdge', 'GetDlgCtrlID', 'DefWindowProcA', 'CallWindowProcA', 'GetMenu', 'SetWindowPos', 'GetWindowPlacement', 'GetWindow', 'SetWindowsHookExA', 'CallNextHookEx', 'GetMessageA', 'TranslateMessage', 'DispatchMessageA', 'IsWindowVisible', 'GetKeyState', 'PeekMessageA', 'GetCursorPos', 'ValidateRect', 'UnhookWindowsHookEx', 'IntersectRect', 'DestroyMenu', 'GetWindowThreadProcessId', 'GetLastActivePopup', 'IsWindowEnabled', 'EndPaint', 'BeginPaint', 'ScreenToClient', 'SetWindowLongA', 'IsWindow', 'PtInRect', 'GetWindowTextLengthA', 'GetWindowTextA', 'GetMenuStringA', 'wsprintfA', 'GetWindowDC', 'IsIconic', 'SetWindowRgn', 'MessageBoxA', 'LoadImageA', 'IsRectEmpty', 'SetCapture', 'CharNextA', 'CopyAcceleratorTableA', 'InvalidateRgn', 'GetNextDlgGroupItem', 'DrawStateA', 'GetClientRect', 'MessageBeep', 'RegisterClipboardFormatA', 'PostThreadMessageA', 'SetRect', 'GetMenuItemInfoA', 'DrawTextA', 'SystemParametersInfoA', 'DrawIconEx', 'DestroyIcon', 'GetSystemMetrics', 'GetDesktopWindow', 'GetDC', 'ReleaseDC', 'AppendMenuA', 'GetMenuItemCount', 'ModifyMenuA', 'GetMenuState', 'GetMenuItemID', 'CreateMenu', 'CreatePopupMenu', 'GetSysColorBrush', 'LoadBitmapA', 'GetSubMenu', 'EnableWindow', 'TabbedTextOutA', 'DrawTextExA', 'GrayStringA', 'DestroyCursor', 'GetWindowLongA', 'SendMessageA', 'IsMenu', 'GetNextDlgTabItem', 'GetParent', 'SetCursor', 'InvalidateRect', 'ClientToScreen', 'WindowFromPoint', 'GetActiveWindow', 'GetWindowRect', 'DrawFocusRect', 'OffsetRect', 'InflateRect', 'FrameRect', 'PostMessageA', 'LoadIconA', 'LineTo', 'MoveToEx', 'CreateSolidBrush', 'GetViewportExtEx', 'GetWindowExtEx', 'SetViewportOrgEx', 'OffsetViewportOrgEx', 'SetViewportExtEx', 'ScaleViewportExtEx', 'SetWindowOrgEx', 'SetWindowExtEx', 'ExtSelectClipRgn', 'CreateRectRgnIndirect', 'GetMapMode', 'GetBkColor', 'GetTextColor', 'GetRgnBox', 'SetMapMode', 'GetClipBox', 'SetBkMode', 'RestoreDC', 'SaveDC', 'CombineRgn', 'CreateRectRgn', 'SetTextColor', 'SetBkColor', 'CreateBitmap', 'GetStockObject', 'Escape', 'ExtTextOutA', 'TextOutA', 'RectVisible', 'PtVisible', 'PatBlt', 'GetPixel', 'GetObjectA', 'DeleteDC', 'DeleteObject', 'SelectObject', 'CreateDIBSection', 'Ellipse', 'GetTextExtentPoint32A', 'GetTextExtentPoint32W', 'CreateFontIndirectA', 'GetBkMode', 'GetDeviceCaps', 'CreateCompatibleDC', 'CreateCompatibleBitmap', 'ScaleWindowExtEx', 'BitBlt', 'CreatePen', 'GetFileTitleA', 'DocumentPropertiesA', 'OpenPrinterA', 'ClosePrinter', 'ReportEventA', 'DeregisterEventSource', 'RegQueryValueA', 'RegEnumKeyA', 'RegDeleteKeyA', 'RegCreateKeyExA', 'ChangeServiceConfigA', 'ControlService', 'QueryServiceStatus', 'LogonUserA', 'StartServiceA', 'QueryServiceConfigA', 'CloseServiceHandle', 'OpenServiceA', 'OpenSCManagerA', 'RegisterEventSourceA', 'RegSetValueExA', 'RegOpenKeyA', 'FreeSid', 'SetFileSecurityA', 'SetSecurityDescriptorDacl', 'InitializeSecurityDescriptor', 'SetEntriesInAclA', 'AllocateAndInitializeSid', 'AdjustTokenPrivileges', 'LookupPrivilegeValueA', 'OpenProcessToken', 'RegCloseKey', 'RegQueryValueExA', 'RegOpenKeyExA', 'SHGetSpecialFolderPathA', 'SHGetSpecialFolderLocation', 'SHGetPathFromIDListA', 'SHBrowseForFolderA', 'ShellExecuteExA', '_TrackMouseEvent', 'InitCommonControlsEx', 'PathFindExtensionA', 'PathFindFileNameA', 'PathStripToRootA', 'PathIsUNCA', 'PathIsDirectoryA', 'Ordinal_8', 'StgOpenStorageOnILockBytes', 'CoGetClassObject', 'CLSIDFromProgID', 'CLSIDFromString', 'CoTaskMemAlloc', 'StgCreateDocfileOnILockBytes', 'CoUninitialize', 'CoInitialize', 'CoTaskMemFree', 'OleRun', 'CoCreateInstance', 'CreateILockBytesOnHGlobal', 'OleUninitialize', 'CoFreeUnusedLibraries', 'OleInitialize', 'CoRevokeClassObject', 'OleIsCurrentClipboard', 'OleFlushClipboard', 'CoRegisterMessageFilter', 'Ordinal_150', 'Ordinal_149', 'Ordinal_6', 'Ordinal_8', 'Ordinal_10', 'Ordinal_9', 'Ordinal_12', 'Ordinal_4', 'Ordinal_7', 'Ordinal_16', 'Ordinal_185', 'Ordinal_184', 'Ordinal_420', 'Ordinal_200', 'Ordinal_2', 'GetAdaptersInfo', 'Ordinal_11', 'Ordinal_57', 'Ordinal_115', 'Ordinal_9', 'Ordinal_2', 'Ordinal_3', 'Ordinal_116', 'Ordinal_23', 'LresultFromObject', 'CreateStdAccessibleObject']",0,0,1
[],"['brc4_shellcode', 'HKTL_BruteRatel_Badger_Indicators_Oct22_4', 'Windows_Trojan_BruteRatel_4110d879']","['ExitProcess', 'HeapSize', 'UnhandledExceptionFilter', 'SetUnhandledExceptionFilter', 'IsDebuggerPresent', 'IsValidCodePage', 'GetTimeZoneInformation', 'GetStringTypeA', 'GetStringTypeW', 'LCMapStringA', 'LCMapStringW', 'VirtualFree', 'HeapCreate', 'GetStdHandle', 'SetHandleCount', 'GetConsoleCP', 'GetConsoleMode', 'GetFileType', 'GetEnvironmentStrings', 'FreeEnvironmentStringsW', 'GetEnvironmentStringsW', 'QueryPerformanceCounter', 'GetDriveTypeA', 'InitializeCriticalSectionAndSpinCount', 'WriteConsoleA', 'GetConsoleOutputCP', 'WriteConsoleW', 'CompareStringW', 'SetEnvironmentVariableA', 'InterlockedIncrement', 'InterlockedDecrement', 'VirtualQuery', 'FreeEnvironmentStringsA', 'LocalFree', 'FormatMessageA', 'lstrlenA', 'LocalAlloc', 'WideCharToMultiByte', 'SizeofResource', 'LockResource', 'LoadResource', 'FindResourceA', 'MultiByteToWideChar', 'GetVersion', 'GetVersionExA', 'lstrlenW', 'GetCPInfo', 'SetLastError', 'GetLastError', 'LoadLibraryA', 'GetModuleHandleA', 'GetProcAddress', 'FreeResource', 'lstrcmpiA', 'GetCurrentDirectoryA', 'SetCurrentDirectoryA', 'GetFileAttributesA', 'FindFirstFileA', 'FindClose', 'CreateDirectoryA', 'DeleteFileA', 'RemoveDirectoryA', 'Sleep', 'OutputDebugStringA', 'CopyFileA', 'SetFileAttributesA', 'CreateToolhelp32Snapshot', 'Process32First', 'OpenProcess', 'CloseHandle', 'Process32Next', 'CreateProcessA', 'WinExec', 'WaitForSingleObject', 'GetCurrentProcess', 'TerminateProcess', 'GetSystemInfo', 'VirtualAlloc', 'VirtualProtect', 'RaiseException', 'RtlUnwind', 'HeapReAlloc', 'GetStartupInfoA', 'GetCommandLineA', 'CreateThread', 'ExitThread', 'GetSystemTimeAsFileTime', 'GetDateFormatA', 'GetTimeFormatA', 'GetTickCount', 'SetErrorMode', 'GetOEMCP', 'GlobalFlags', 'TlsFree', 'DeleteCriticalSection', 'LocalReAlloc', 'TlsSetValue', 'TlsAlloc', 'InitializeCriticalSection', 'GlobalHandle', 'GlobalReAlloc', 'EnterCriticalSection', 'TlsGetValue', 'LeaveCriticalSection', 'GetModuleHandleW', 'GetFileTime', 'GetFileSizeEx', 'CreateFileA', 'GetFullPathNameA', 'GetVolumeInformationA', 'DuplicateHandle', 'GetFileSize', 'SetEndOfFile', 'UnlockFile', 'LockFile', 'FlushFileBuffers', 'SetFilePointer', 'WriteFile', 'ReadFile', 'WritePrivateProfileStringA', 'GetCurrentThread', 'ConvertDefaultLocale', 'EnumResourceLanguagesA', 'GetLocaleInfoA', 'InterlockedExchange', 'FileTimeToLocalFileTime', 'FindNextFileA', 'lstrcmpA', 'GlobalGetAtomNameA', 'GlobalAddAtomA', 'GlobalFindAtomA', 'GlobalDeleteAtom', 'CompareStringA', 'lstrcmpW', 'GetCurrentThreadId', 'GetModuleFileNameW', 'GetCurrentProcessId', 'FileTimeToSystemTime', 'GetThreadLocale', 'GlobalFree', 'GlobalAlloc', 'GlobalLock', 'GlobalUnlock', 'MulDiv', 'lstrcpyA', 'GetACP', 'FreeLibrary', 'HeapFree', 'GetProcessHeap', 'HeapAlloc', 'GetModuleFileNameA', 'SetStdHandle', 'ReleaseCapture', 'LoadCursorA', 'CharUpperA', 'SetWindowContextHelpId', 'MapDialogRect', 'PostQuitMessage', 'CreateDialogIndirectParamA', 'EndDialog', 'ShowWindow', 'MoveWindow', 'SetWindowTextA', 'IsDialogMessageA', 'SetDlgItemTextA', 'SetMenuItemBitmaps', 'GetMenuCheckMarkDimensions', 'EnableMenuItem', 'CheckMenuItem', 'RegisterWindowMessageA', 'SendDlgItemMessageA', 'WinHelpA', 'IsChild', 'GetCapture', 'GetClassLongA', 'GetClassNameA', 'SetPropA', 'GetPropA', 'RemovePropA', 'GetFocus', 'SetFocus', 'GetForegroundWindow', 'SetActiveWindow', 'GetDlgItem', 'GetTopWindow', 'DestroyWindow', 'GetMessageTime', 'GetMessagePos', 'MapWindowPoints', 'TrackPopupMenu', 'SetMenu', 'UnregisterClassA', 'SetForegroundWindow', 'UpdateWindow', 'CreateWindowExA', 'GetClassInfoExA', 'GetClassInfoA', 'RegisterClassA', 'AdjustWindowRectEx', 'EqualRect', 'CopyRect', 'GetSysColor', 'FillRect', 'DrawEdge', 'GetDlgCtrlID', 'DefWindowProcA', 'CallWindowProcA', 'GetMenu', 'SetWindowPos', 'GetWindowPlacement', 'GetWindow', 'SetWindowsHookExA', 'CallNextHookEx', 'GetMessageA', 'TranslateMessage', 'DispatchMessageA', 'IsWindowVisible', 'GetKeyState', 'PeekMessageA', 'GetCursorPos', 'ValidateRect', 'UnhookWindowsHookEx', 'IntersectRect', 'DestroyMenu', 'GetWindowThreadProcessId', 'GetLastActivePopup', 'IsWindowEnabled', 'EndPaint', 'BeginPaint', 'ScreenToClient', 'SetWindowLongA', 'IsWindow', 'PtInRect', 'GetWindowTextLengthA', 'GetWindowTextA', 'GetMenuStringA', 'wsprintfA', 'GetWindowDC', 'IsIconic', 'SetWindowRgn', 'MessageBoxA', 'LoadImageA', 'IsRectEmpty', 'SetCapture', 'CharNextA', 'CopyAcceleratorTableA', 'InvalidateRgn', 'GetNextDlgGroupItem', 'DrawStateA', 'GetClientRect', 'MessageBeep', 'RegisterClipboardFormatA', 'PostThreadMessageA', 'SetRect', 'GetMenuItemInfoA', 'DrawTextA', 'SystemParametersInfoA', 'DrawIconEx', 'DestroyIcon', 'GetSystemMetrics', 'GetDesktopWindow', 'GetDC', 'ReleaseDC', 'AppendMenuA', 'GetMenuItemCount', 'ModifyMenuA', 'GetMenuState', 'GetMenuItemID', 'CreateMenu', 'CreatePopupMenu', 'GetSysColorBrush', 'LoadBitmapA', 'GetSubMenu', 'EnableWindow', 'TabbedTextOutA', 'DrawTextExA', 'GrayStringA', 'DestroyCursor', 'GetWindowLongA', 'SendMessageA', 'IsMenu', 'GetNextDlgTabItem', 'GetParent', 'SetCursor', 'InvalidateRect', 'ClientToScreen', 'WindowFromPoint', 'GetActiveWindow', 'GetWindowRect', 'DrawFocusRect', 'OffsetRect', 'InflateRect', 'FrameRect', 'PostMessageA', 'LoadIconA', 'LineTo', 'MoveToEx', 'CreateSolidBrush', 'GetViewportExtEx', 'GetWindowExtEx', 'SetViewportOrgEx', 'OffsetViewportOrgEx', 'SetViewportExtEx', 'ScaleViewportExtEx', 'SetWindowOrgEx', 'SetWindowExtEx', 'ExtSelectClipRgn', 'CreateRectRgnIndirect', 'GetMapMode', 'GetBkColor', 'GetTextColor', 'GetRgnBox', 'SetMapMode', 'GetClipBox', 'SetBkMode', 'RestoreDC', 'SaveDC', 'CombineRgn', 'CreateRectRgn', 'SetTextColor', 'SetBkColor', 'CreateBitmap', 'GetStockObject', 'Escape', 'ExtTextOutA', 'TextOutA', 'RectVisible', 'PtVisible', 'PatBlt', 'GetPixel', 'GetObjectA', 'DeleteDC', 'DeleteObject', 'SelectObject', 'CreateDIBSection', 'Ellipse', 'GetTextExtentPoint32A', 'GetTextExtentPoint32W', 'CreateFontIndirectA', 'GetBkMode', 'GetDeviceCaps', 'CreateCompatibleDC', 'CreateCompatibleBitmap', 'ScaleWindowExtEx', 'BitBlt', 'CreatePen', 'GetFileTitleA', 'DocumentPropertiesA', 'OpenPrinterA', 'ClosePrinter', 'ReportEventA', 'DeregisterEventSource', 'RegQueryValueA', 'RegEnumKeyA', 'RegDeleteKeyA', 'RegCreateKeyExA', 'ChangeServiceConfigA', 'ControlService', 'QueryServiceStatus', 'LogonUserA', 'StartServiceA', 'QueryServiceConfigA', 'CloseServiceHandle', 'OpenServiceA', 'OpenSCManagerA', 'RegisterEventSourceA', 'RegSetValueExA', 'RegOpenKeyA', 'FreeSid', 'SetFileSecurityA', 'SetSecurityDescriptorDacl', 'InitializeSecurityDescriptor', 'SetEntriesInAclA', 'AllocateAndInitializeSid', 'AdjustTokenPrivileges', 'LookupPrivilegeValueA', 'OpenProcessToken', 'RegCloseKey', 'RegQueryValueExA', 'RegOpenKeyExA', 'SHGetSpecialFolderPathA', 'SHGetSpecialFolderLocation', 'SHGetPathFromIDListA', 'SHBrowseForFolderA', 'ShellExecuteExA', '_TrackMouseEvent', 'InitCommonControlsEx', 'PathFindExtensionA', 'PathFindFileNameA', 'PathStripToRootA', 'PathIsUNCA', 'PathIsDirectoryA', 'Ordinal_8', 'StgOpenStorageOnILockBytes', 'CoGetClassObject', 'CLSIDFromProgID', 'CLSIDFromString', 'CoTaskMemAlloc', 'StgCreateDocfileOnILockBytes', 'CoUninitialize', 'CoInitialize', 'CoTaskMemFree', 'OleRun', 'CoCreateInstance', 'CreateILockBytesOnHGlobal', 'OleUninitialize', 'CoFreeUnusedLibraries', 'OleInitialize', 'CoRevokeClassObject', 'OleIsCurrentClipboard', 'OleFlushClipboard', 'CoRegisterMessageFilter', 'Ordinal_150', 'Ordinal_149', 'Ordinal_6', 'Ordinal_8', 'Ordinal_10', 'Ordinal_9', 'Ordinal_12', 'Ordinal_4', 'Ordinal_7', 'Ordinal_16', 'Ordinal_185', 'Ordinal_184', 'Ordinal_420', 'Ordinal_200', 'Ordinal_2', 'GetAdaptersInfo', 'Ordinal_11', 'Ordinal_57', 'Ordinal_115', 'Ordinal_9', 'Ordinal_2', 'Ordinal_3', 'Ordinal_116', 'Ordinal_23', 'LresultFromObject', 'CreateStdAccessibleObject']",0,0,1
